result - array,result - services - array,result - services - link,result - services - protocol,result - services - type,result - services - boundingbox - area,result - services - boundingbox - upperleft - Point - coordinates,result - services - boundingbox - lowerleft - Point - coordinates,result - services - boundingbox - upperright - Point - coordinates,result - services - boundingbox - lowerright - Point - coordinates,result - publish-date - date,result - publish-date - date-type,result - id,result - uri,result - date,result - index,result - title,result - producer,result - abstract,result - entitled,result - boundingbox - area,result - boundingbox - upperleft - Point - coordinates,result - boundingbox - lowerleft - Point - coordinates,result - boundingbox - upperright - Point - coordinates,result - boundingbox - lowerright - Point - coordinates,result - collections,result - notqueryable,result - fileIdentifier,result - notdownloadable,result - thumbnail,result - holdings,result - revision-date
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapPS_MEP_CAN/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapPS_MEP_CAN.xml>,3374.641321,"-140.875303,79.987279","-140.875303,41.735230","-52.654112,79.987279","-52.654112,41.735230",9/21/2001,publication,643323315,/NAP/DMTI_CanMapPS_MEP_CAN_series.xml,7/6/2015,630,Multiple Enhanced Postal Codes (MEP),DMTI Spatial Inc.,"<p>The MEP, or Multiple Enhanced Postal Code product is a precision point file representing over 1 million postal codes across Canada.</p><p>MEP contains postal code data including a single link indicator (identifies main postal code when multiple exist), reference dates, and points of call for various kinds of structures and buildings with multiple postal codes associated. </p><p>The MEP product contains a Multiple Enhanced Postal Code Unique Identifier which can be used to link postal codes to census geographies, using the Postal to Census Translation Table (a separate table used for linking purposes). </p>",TRUE,3374.641321,"-140.875303,79.987279","-140.875303,41.735230","-52.654112,79.987279","-52.654112,41.735230",DMTI,0,643323315,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapPS_MEP_CAN.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapPS_MEP_CAN/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapPS_MEP_CAN.xml>,3374.279703,"-140.875303,79.987219","-140.875303,41.737311","-52.658628,79.987219","-52.658628,41.737311",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapPS_MEP_CAN/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapPS_MEP_CAN.xml>,3057.467952,"-140.875303,76.395732","-140.875303,41.737159","-52.658516,76.395732","-52.658516,41.737159",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapPS_MEP_CAN/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapPS_MEP_CAN.xml>,3283.230501,"-140.875303,78.954911","-140.875303,41.737159","-52.658516,78.954911","-52.658516,41.737159",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapPS_MEP_CAN/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapPS_MEP_CAN.xml>,3057.467952,"-140.875303,76.395732","-140.875303,41.737159","-52.658516,76.395732","-52.658516,41.737159",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapPS_MEP_CAN.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapPS_MEP_CAN.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapPS_MEP_CAN.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapPS_MEP_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapPS_MEP_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapPS_MEP_CAN.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapPS_MEP_CAN.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2002_CanMapPS_MEP_CAN.zip,file,(vector){2002},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2001_CanMapPS_MEP_CAN.zip,file,(vector){2001},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_ORN_Segment_pre2007/MapServer,http,Tiled map service (vector),,,,,,1/1/2007,revision,4205004445,/NAP/OGDE_ORN_Segment_pre2007.xml,6/27/2013,631,"Historic Ontario Road Network (ORN) Segment, pre 2007",Ontario Ministry of Natural Resources,"<p>The Historic Ontario Road Network (ORN) files provide time sensitive data and periodic updates to the ORN database. </p><p>Please note these files are superseded by more recent editions and are to be used with caution when interpreting data and results.</p><p>The Ontario Road Network (ORN) is a province-wide geographic database of over 250,000 kilometers of municipal roads, provincial highways, and resource and recreation roads. The ORN is considered the authoritative source of roads data for Ontario.</p><p>The ORN Segment is derived from the Linear Referencing System (LRS) data set and provides attributes such as: street names, route names and numbers, street address ranges, road class, direction and municipality. A segmented dataset is comprised of distinct road segments based on attribution associated with each segment. A road segment is the linear geometry of the road. Road segments can be consolidated into networks using the MNR Road Network entity. To exist in the Road Segment layer the road must have actually existed as a path supporting conventional four-wheel street legal vehicles.</p><p>Supplementary data can be used and are available for download from the additional documentation section. Supplementary maps are available for download from the additional documentation section.</p>",TRUE,226.8003531,"-95.156052,52.632446","-95.156052,41.734672","-74.344430,52.632446","-74.344430,41.734672",OGDE,0,4205004445,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ORN_Segment_pre2007.png,/zips/OGDE/OGDE_ORN_Segment_pre2007.zip,1/1/2007
TRUE,,,,,,,,,,4/1/2001,creation,1922237946,/NAP/Western_CityOfLondon_2016_Tanks.xml,6/12/2017,632,London Tanks,City of London,"<p>The 2016 City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of (non-water) tanks in the City of London, Ontario.</p> </p><p><i>Note: As of 2016, this dataset includes the location of<b>water tanks</b><b>non-water tanks</b><b>petroleum tanks</b>in city of London.</i></p>",TRUE,0.058692315,"-81.386919,43.062124","-81.386919,42.840874","-81.121643,43.062124","-81.121643,42.840874",Western,0,1922237946,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2016_Tanks.png,/zips/Western/Western_CityOfLondon_2016_Tanks.zip,12/23/2016
,,,,,,,,,,12/23/2016,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OCUL/OCUL_OFNTA_morris_1943/MapServer,http,Tiled map service (vector),,,,,,5/20/2014,publication,1128394324,/NAP/OCUL_OFNTA_morris_1943.xml,2/7/2017,633,Ontario Treaties Map,Ministry of Indigenous Relations and Reconciliation,"<p>This map, published on May 20, 2014, illustrates all of the First Nations and Treaties in Ontario.</p><p>It includes all 46 treaties and other agreements, such as land purchases by the Crown, that were signed between 1781 and 1930.</p>",TRUE,391.2244763,"-96.844390,56.910564","-96.844390,41.444842","-71.548159,56.910564","-71.548159,41.444842",OCUL,0,1128394324,0,http://images.scholarsportal.info/gis/thumbnails/OCUL/OCUL_OFNTA_morris_1943.png,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_NTSPOWLN/MapServer,http,Tiled map service (vector),,,,,,1/1/1970,creation,2939039508,/NAP/OGDE_NTSPOWLN.xml,4/2/2014,634,Power Network Line at 250K,Natural Resources Canada,"<p>This data set is an National Topographic System (NTS) linear coverage containing: </p><li>Pipeline, Multiuse, Underground</li><li>Pipeline, Natural Gas, Underground</li><li>Pipeline, Oil, Underground</li><li> Pipeline, Sewage or Waste, Aboveground</li><li>Pipeline, Unknown, Aboveground</li><li>Transmission Line, Power Other</li><li>Transmission Line, Power Submarine</li><li>Transmission Line, Telephone Other</li><p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the SNIF Report, which is available for download from the additional documentation section.</p>",TRUE,290.8264742,"-95.999992,55.274486","-95.999992,42.055096","-74.000000,55.274486","-74.000000,42.055096",OGDE,0,2939039508,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NTSPOWLN.png,/zips/OGDE/OGDE_NTSPOWLN.zip,1/28/2003
,,,,,,,,,,1/28/2003,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2015_CMCS_GovernmentBuildingsPoint/MapServer,http,(vector)Tiled map service,,,,,,9/1/2015,publication,2250791220,/NAP/DMTI_2015_CMCS_GovernmentBuildingsPoint.xml,3/28/2017,635,Government Buildings Point,DMTI Spatial Inc.,"<p>This layer contains the point locations of Government Buildings (Municipal, Regional, Provincial/Territorial, or Federal).</p><p> All locations are classified using the North America Standard Industry Classification System (NAICS) and Standard Industry Classification (SIC), for further analysis. Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>",TRUE,3607.390578,"-141.000768,82.50024","-141.000768,41.682932","-52.621824,82.50024","-52.621824,41.682932",DMTI,0,2250791220,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_GovernmentBuildingsPoint.png,/zips/DMTI/DMTI_2015_CMCS_GovernmentBuildingsPoint.zip,
TRUE,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2015_CMCS_RoadsRoutingTable.zip,file,(table),,,,,,9/1/2015,publication,1641375261,/NAP/DMTI_2015_CMCS_RoadsRoutingTable.xml,1/22/2016,636,Roads Routing Table,DMTI Spatial Inc.,<p>A look up table with routing information to be used in conjunction with DMTI’s roads layer.</p><p>This table can be joined to DMTI’s roads layer via the unique street identifier. Supporting documentation is available in the Data Dictionary and User Manual</p>,TRUE,3630.457108,"-141.001449,82.514468","-141.001449,41.436108","-52.622626,82.514468","-52.622626,41.436108",DMTI,0,1641375261,0,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/FRI200809BlockPTIFF/ImageServer,http,Image service {tiff} (raster),,,,,,9/1/2008,creation,718310475,/NAP/FRI200809BlockPTIFF.xml,2/17/2015,637,"Forest Resource Inventory (FRI), Digital Aerial Imagery (Block P)",Ontario Ministry of Natural Resources,"<p>This image service (FRI 2008 Block P TIFF) crosses the following Forest Management Units (FMUs) within the FRI Status index file:</p> <p>Algoma Forest, White River Forest, Whiskey Jack Forest, Kenora Forest, Big Pic Forest, Pic River-Obijway Forest, Black River Forest, Pukaskwa N.P., Pic Island, Kenogami Forest, and Crossroute Forest. </p><p>The Forest Resource Inventory (FRI) is an extensive survey of the forest resources of Ontario. It was originally designed in 1946 to locate merchantable timber species for supplying mills.</p> <p> The FRI was designed as a large-scale survey that would allow general characterization of the forest in terms of species, forest conditions and regeneration. Traditionally, the FRI has been based on aerial photo interpretation, as well as some field surveys.</p> <p> This imagery will initially serve as a topographic reference base for any new output mapping and will serve as the source for subsequent base data production. The stereoscopic imagery will be used for softcopy photogrammetric application and interpretation. Imagery must be available but not restricted to multi-band colour, multi-band infrared and panchromatic.</p><p>The elevation data is required to support the generation of Digital Elevation Models (DEM) or Digital Surface Models (DSM) and subsequent derivative products in support of air photo interpretation, forest management planning and forest management operations. </p>",TRUE,24.4948007,"-95.178808,50.367901","-95.178808,47.886154","-85.308825,50.367901","-85.308825,47.886154",OGDE,0,718310475,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/FRI200809BlockPTIFF.png,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapRL_Canada_CAP/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Canada_CAP.xml>,1654.466412,"-135.052420,63.746693","-135.052420,43.653524","-52.712675,63.746693","-52.712675,43.653524",1/26/2004,publication,4717026,/NAP/DMTI_CanMapRL_Canada_CAP_series.xml,6/3/2015,638,Capital Cities (CAP),DMTI Spatial Inc.,<p>The Capital cities point file contains a feature for each capital city in Canada with the name of the city and the province abbreviation.</p>,TRUE,1654.466412,"-135.052420,63.746693","-135.052420,43.653524","-52.712675,63.746693","-52.712675,43.653524",DMTI,0,4717026,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Canada_CAP.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapRL_Canada_CAP/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Canada_CAP.xml>,1654.466412,"-135.052420,63.746693","-135.052420,43.653524","-52.712675,63.746693","-52.712675,43.653524",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapRL_Canada_CAP/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Canada_CAP.xml>,1654.466412,"-135.052420,63.746693","-135.052420,43.653524","-52.712675,63.746693","-52.712675,43.653524",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapRL_Canada_CAP/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Canada_CAP.xml>,1654.466412,"-135.052420,63.746693","-135.052420,43.653524","-52.712675,63.746693","-52.712675,43.653524",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapRL_Canada_CAP/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Canada_CAP.xml>,1654.466412,"-135.052420,63.746693","-135.052420,43.653524","-52.712675,63.746693","-52.712675,43.653524",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_Canada_CAP.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_Canada_CAP.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_Canada_CAP.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_Canada_CAP.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_Canada_CAP.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_Canada_CAP.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_NHERVALA/MapServer,http,Tiled map service (vector),,,,,,4/5/1999,creation,3046502226,/NAP/OGDE_NHERVALA.xml,3/28/2013,639,Natural Heritage Values Area,Ontario Ministry of Natural Resources,"<p> Inclusive spatial data layer of all unregulated but identified protected area layers, includes recommended provincial parks, conservation reserves, proposed protected areas and forest reserves. May or may not have gone through a land use planning exercise. </p><p>A natural heritage values area is defined as an area Recommended or Proposed for protection that may be subject to interim protection policies, including Provincial Parks (additions and new), Conservation Reserves (additions and new) and Forest Reserves (additions to Provincial Parks or Conservation Reserves or standalone).</p><p>Supplementary tables can be used and are available for download from the additional documentation section.</p>",TRUE,208.6775633,"-94.758093,52.473846","-94.758093,42.034096","-74.769342,52.473846","-74.769342,42.034096",OGDE,0,3046502226,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NHERVALA.png,/zips/OGDE/OGDE_NHERVALA.zip,6/15/2006
,,,,,,,,,,6/15/2006,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_BOREHOLE/MapServer,http,Tiled map service (vector),,,,,,1875-05-01,creation,3639841433,/NAP/OGDE_BOREHOLE.xml,2/20/2013,640,Borehole - Retired,"Ontario Ministry of Northern Development, Mines and Forestry","<p> Retirement note: please note that this dataset has been retired and replaced by Ontario Borehole Database, which is available from the Land Information Ontario (LIO) Warehouse. </p> <p>A borehole is the generalized term for any narrow shaft drilled in the ground, either vertically or horizontally. A borehole may be constructed for many different purposes including the extraction of water or fluid (such as oil) or gases (such as natural gas or methane), as part of a geotechnical investigation or environmental site assessment, for mineral exploration, or as a pilot hole for installing piers or underground utilities. This database contains a continuous log of strata for each borehole as well as for geocolumns. A geocolumn is a collection of information from an examination of exposed substrate, such as in a quarry wall or along a roadway passage. </p><p>All measurements are metric. All depths are relative to the surface elevation.</p><p>Supplementary tables (including a look-up table) can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the Data Description document, which is available for download from the additional documentation section.</p>",TRUE,214.2747404,"-89.498946,56.018626","-89.498946,41.875174","-74.348844,56.018626","-74.348844,41.875174",OGDE,0,3639841433,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_BOREHOLE.png,/zips/OGDE/OGDE_BOREHOLE.zip,1/1/2007
,,,,,,,,,,1/1/2010,deprecated,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DLI/DLI_2014_Intercensal_DBF_Eng_Nat_csd/MapServer,http,(vector) Tiled map service {2014} <uri:/NAP/DLI_2014_Intercensal_DBF_Eng_Nat_csd.xml>,3666.419436,"-141.018073,83.135503","-141.018073,41.676949","-52.582296,83.135503","-52.582296,41.676949",5/1/2008,publication,3363091464,/NAP/DLI_Intercensal_DBF_Eng_Nat_csd_series.xml,4/1/2015,641,Census Subdivision - Digital Boundary Files (CSD) (Intercensal),Statistics Canada,"<p>The Census Subdivision Boundary Files portray the boundaries of all census subdivisions in Canada. A census subdivision is an administrative area which is a component of the Standard Geographical Classification. Census subdivision is the general term for municipalities, as determined by provincial and territorial legislation, or areas treated as municipal equivalents for statistical purposes, for example, Indian reserves, Indian settlements and unorganized territories. </p><p>CSDUID - Uniquely identifies a census subdivision (composed of 2-digit province/territory code, 2-digit census division code and 3-digit census subdivision code).</p>",TRUE,3666.419436,"-141.018073,83.135503","-141.018073,41.676949","-52.582296,83.135503","-52.582296,41.676949",DLI,0,3363091464,0,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DLI/DLI_2013_Intercensal_DBF_Eng_Nat_csd.zip,file,(vector) {2013} <uri:/NAP/DLI_2013_Intercensal_DBF_Eng_Nat_csd.xml>,3666.419436,"-141.018073,83.135503","-141.018073,41.676949","-52.582296,83.135503","-52.582296,41.676949",5/1/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DLI/DLI_2012_Intercensal_DBF_Eng_Nat_csd.zip,file,(vector) {2012} <uri:/NAP/DLI_2012_Intercensal_DBF_Eng_Nat_csd.xml>,3666.419436,"-141.018073,83.135503","-141.018073,41.676949","-52.582296,83.135503","-52.582296,41.676949",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DLI/DLI_2010_Intercensal_DBF_Eng_Nat_csd.zip,file,(vector) {2010} <uri:/NAP/DLI_2010_Intercensal_DBF_Eng_Nat_csd.xml>,3666.419436,"-141.018073,83.135503","-141.018073,41.676949","-52.582296,83.135503","-52.582296,41.676949",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DLI/DLI_2009_Intercensal_DBF_Eng_Nat_csd.zip,file,(vector) {2009} <uri:/NAP/DLI_2009_Intercensal_DBF_Eng_Nat_csd.xml>,3666.419436,"-141.018073,83.135503","-141.018073,41.676949","-52.582296,83.135503","-52.582296,41.676949",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DLI/DLI_2008_Intercensal_DBF_Eng_Nat_csd.zip,file,(vector) {2008} <uri:/NAP/DLI_2008_Intercensal_DBF_Eng_Nat_csd.xml>,3666.419436,"-141.018073,83.135503","-141.018073,41.676949","-52.582296,83.135503","-52.582296,41.676949",,,,,,,,,,,,,,,,,,,,,,
